uid	taxid	organism	superkingdom	ph	temperature	ec	synthesized	substrate_available	total_soluble	total_active	batch	glycolate	lactate	2-hydroxyglutarate	2-hydroxyoctanoate	2-hydroxystearate	mandelate	in_brenda	in_swissprot	pfam	max_database_sim	max_active_sim	max_all_sim
D8H685	637380.0	Bacillus cereus	Bacteria	7.07	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.2	33.4	33.4
M5F9A9	1297569.0	Mesorhizobium metallidurans	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.7	28.3	28.3
S1C2P4	1182659.0	Escherichia sp.	Bacteria	7.0	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.8	98.6	98.6
A5GQ90	316278.0	Synechococcus sp.	Bacteria	NA	21.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	16.5	21.0	21.0
B7PJB9	6945.0	Ixodes scapularis	Eukaryota	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	21.4	18.3	21.4
B7PPQ8	6945.0	Ixodes scapularis	Eukaryota	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	35.6	28.5	35.6
Q72G82	262724.0	Thermus thermophilus	Bacteria	7.18	71.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	18.4	43.5	43.5
U2E4D8	1033802.0	Salinisphaera shabanensis	Bacteria	6.0	32.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.2	29.2	29.2
U2EQX2	1033802.0	Salinisphaera shabanensis	Bacteria	6.0	32.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF02754	15.6	16.1	16.1
U2ENB5	1033802.0	Salinisphaera shabanensis	Bacteria	6.0	32.0	1.1.3.15	Yes	Yes	Yes	No	second	No	No	No	No	No	No	No	No	PF01565	16.9	20.1	20.1
A0A0N9P2N6	NA	NA	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.3	97.9	97.9
B5KUL2	4232.0	Helianthus annuus	Eukaryota	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	48.4	12.7	48.4
R8WWJ2	1169322.0	Citrobacter sp.	Bacteria	7.14	33.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.1	91.9	91.9
M2Y0E7	130081.0	Galdieria sulphuraria	Eukaryota	NA	NA	1.1.3.15	Yes	Yes	No	NA	first	NA	NA	NA	NA	NA	NA	No	No	PF01070	37.2	33.7	37.2
A0A0M6X8Z4	573.0	Klebsiella pneumoniae	Bacteria	7.07	34.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.1	89.1	89.1
A0A085GN98	569.0	Hafnia alvei	Bacteria	7.0	32.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.0	80.6	80.6
V4JGD4	1410576.0	Uncultured acidilobus	Archaea	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.8	32.4	32.4
D8LDI6	2880.0	Ectocarpus siliculosus	Eukaryota	NA	10.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	53.5	36.8	53.5
A9ENW5	448385.0	Sorangium cellulosum	Bacteria	7.2	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	19.0	33.5	33.5
A0A0G9Y480	548.0	Klebsiella aerogenes	Bacteria	7.06	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.9	88.2	88.2
I4GF15	213618.0	Microcystis aeruginosa	Bacteria	NA	19.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.3	30.2	30.2
A0A0N0MSK1	1592327.0	Actinobacteria bacterium	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	40.9	38.8	40.9
A0A0M1XSK4	573.0	Klebsiella pneumoniae	Bacteria	7.07	34.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.8	88.9	88.9
D7GNZ6	245014.0	Butyrate-producing bacterium	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.7	72.9	72.9
K9NCU5	1207075.0	Pseudomonas sp.	Bacteria	7.08	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF02754	15.6	15.7	15.7
C2LP39	584.0	Proteus mirabilis	Bacteria	7.17	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	59.4	41.8	59.4
W7ILH9	909613.0	Actinokineospora spheciospongiae	Bacteria	NA	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.5	45.7	45.7
A0A0T9M427	1773.0	Mycobacterium tuberculosis	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266,PF04324	18.4	22.8	22.8
D4MUZ9	649756.0	Anaerostipes hadrus	Bacteria	7.0	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	14.9	49.7	49.7
A0A0M7DGE4	134375.0	Achromobacter sp.	Bacteria	7.1	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.0	55.7	55.7
Q2LWG4	56780.0	Syntrophus aciditrophicus	Bacteria	6.93	37.0	1.1.3.15	Yes	Yes	No	NA	first	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.1	22.3	22.3
V6AP96	1306165.0	Pseudomonas aeruginosa	Bacteria	7.16	34.0	1.1.3.15	Yes	Yes	Yes	No	second	No	No	No	No	No	No	No	No	PF01565,PF02913	16.2	28.0	28.0
K7WJD0	46234.0	Anabaena sp.	Bacteria	NA	24.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.3	29.5	29.5
A5GUJ1	316278.0	Synechococcus sp.	Bacteria	NA	21.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.9	29.5	29.5
A0A0B1FWS6	562.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	99.5	99.5
I4FPB3	1160286.0	Microcystis aeruginosa	Bacteria	NA	19.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.9	30.2	30.2
M5IPU5	1244083.0	Campylobacter showae	Bacteria	7.0	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.4	32.9	32.9
Q82T12	228410.0	Nitrosomonas europaea	Bacteria	NA	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	36.3	41.8	41.8
A8ANL6	290338.0	Citrobacter koseri	Bacteria	7.2	35.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.7	91.2	91.2
I0L4Y9	1150864.0	Micromonospora lupini	Bacteria	7.2	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	40.0	39.4	40.0
S5TUW7	1366595.0	Uncultured bacterium	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	40.6	38.6	40.6
H6RSV4	1146883.0	Blastococcus saxobsidens	Bacteria	8.6	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	37.8	36.6	37.8
H6RN14	1146883.0	Blastococcus saxobsidens	Bacteria	8.6	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	39.0	36.9	39.0
A0A0S3PTR9	1333996.0	Variibacter gotjawalensis	Bacteria	NA	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	19.0	49.5	49.5
A0A0E1UE22	557724.0	Burkholderia pseudomallei	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF00109,PF00550,PF02801,PF08659,PF16197	9.9	10.3	10.3
G9A159	1117943.0	Sinorhizobium fredii	Bacteria	7.0	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.8	29.6	29.6
S7U115	886559.0	Geobacillus sp.	Bacteria	7.28	54.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	15.7	29.6	29.6
A0A0R3K2G2	908809.0	Caloramator mitchellensis	Bacteria	7.2	50.0	1.1.3.15	Yes	Yes	Yes	No	second	No	No	No	No	No	No	No	No	PF01266,PF04324	17.1	23.0	23.0
A0A0W0U3G7	464.0	Fluoribacter gormanii	Bacteria	6.9	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	36.2	39.3	39.3
A0A086ZI34	78343.0	Bifidobacterium boum	Bacteria	6.8	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	33.5	85.9	85.9
I4HNA6	1160284.0	Microcystis aeruginosa	Bacteria	NA	19.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.3	30.2	30.2
B9ST74	3988.0	Ricinus communis	Eukaryota	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	70.9	40.4	70.9
A0A0W0SNC9	29422.0	Legionella brunensis	Bacteria	6.9	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	34.8	42.0	42.0
A0A0W0VW94	466.0	Legionella maceachernii	Bacteria	6.9	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	17.2	20.2	20.2
A8IEL8	3055.0	Chlamydomonas reinhardtii	Eukaryota	NA	23.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	47.9	37.3	47.9
Q7V4L1	74547.0	Prochlorococcus marinus	Bacteria	NA	20.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	19.4	20.0	20.0
A0A090SY56	990268.0	Vibrio maritimus	Bacteria	7.6	28.0	1.1.3.15	Yes	Yes	Yes	No	second	No	No	No	No	No	No	No	No	PF01266	16.9	26.4	26.4
A0A0M2HFS4	69370.0	Microbacterium trichothecenolyticum	Bacteria	7.1	30.0	1.1.3.15	No	NA	NA	NA	second	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.4	40.4	40.4
I0JRU6	866895.0	Halobacillus halophilus	Bacteria	7.6	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	18.7	31.3	31.3
A0A0B2SMJ8	3848.0	Glycine soja	Eukaryota	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	82.2	36.4	82.2
E1S804	869727.0	Helicobacter pylori	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.8	32.2	32.2
A0A0T8L4B5	1313.0	Streptococcus pneumoniae	Bacteria	7.38	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.6	61.1	61.1
H0SHM2	566679.0	Bradyrhizobium sp.	Bacteria	7.0	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	34.7	95.2	95.2
H0SIC1	566679.0	Bradyrhizobium sp.	Bacteria	7.0	27.0	1.1.3.15	Yes	Yes	No	NA	first	NA	NA	NA	NA	NA	NA	No	No	PF01565	18.2	21.9	21.9
B0XXH6	451804.0	Aspergillus fumigatus	Eukaryota	5.6	26.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	37.9	32.8	37.9
A0A0U5ERG0	1926.0	Streptomyces reticuli	Bacteria	NA	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.4	48.5	48.5
A0A0T6AB85	1640509.0	Candidatus rokubacteria	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.6	30.7	30.7
H0RVQ4	115808.0	Bradyrhizobium sp.	Bacteria	7.0	27.0	1.1.3.15	No	NA	NA	NA	second	NA	NA	NA	NA	NA	NA	No	No	PF01565	18.6	22.3	22.3
I6D4W4	766138.0	Shigella boydii	Bacteria	7.3	35.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.9	79.9	79.9
B3PR95	491916.0	Rhizobium etli	Bacteria	7.0	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.4	29.1	29.1
A0A0H3KGZ2	395019.0	Burkholderia multivorans	Bacteria	7.0	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.9	28.0	28.0
A0A0M7G9C4	134375.0	Achromobacter sp.	Bacteria	7.1	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.1	55.7	55.7
A0A0S3B410	469008.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	99.3	99.3
A0A0W0X126	29423.0	Legionella oakridgensis	Bacteria	6.9	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.7	41.6	41.6
B7P821	6945.0	Ixodes scapularis	Eukaryota	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	14.1	8.2	14.1
A5ECH9	288000.0	Bradyrhizobium sp.	Bacteria	7.0	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	17.8	20.7	20.7
K0N938	1215914.0	Lactobacillus casei	Bacteria	6.35	35.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	42.5	93.2	93.2
C0QJA3	177437.0	Desulfobacterium autotrophicum	Bacteria	7.0	26.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.8	33.6	33.6
V1H2L1	1173950.0	Salmonella enterica	Bacteria	7.12	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.4	97.4	97.4
A0A0P8BJR7	1305731.0	Marinobacter excellens	Bacteria	NA	25.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	18.0	28.9	28.9
A0A0K2Y6W6	1578720.0	Helicobacter ailurogastricus	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.1	60.9	60.9
A0A0J4RG48	1463165.0	Klebsiella quasipneumoniae	Bacteria	7.0	34.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.4	88.4	88.4
A0A0U7PBK6	615.0	Serratia marcescens	Bacteria	7.07	29.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.5	99.2	99.2
Q8Z4F9	90370.0	Salmonella enterica	Bacteria	7.12	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	97.9	97.9
A0A0H6PGQ1	666.0	Vibrio cholerae	Bacteria	NA	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	44.5	44.5
A0A0K2XZV2	35817.0	Helicobacter heilmannii	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No		9.6	7.1	9.6
A0A0D6FM74	393480.0	Fusobacterium nucleatum	Bacteria	7.08	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266,PF04324	17.3	25.5	25.5
A0A0P1CUZ5	1303518.0	Chthonomonas calidirosea	Bacteria	6.93	60.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.0	30.6	30.6
A0A0K2XV68	35817.0	Helicobacter heilmannii	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No		14.7	14.2	14.7
A0A0E1UCJ8	557724.0	Burkholderia pseudomallei	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF00109,PF00550,PF00698,PF02801,PF08659,PF16197	8.4	9.7	9.7
E9TB27	749539.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.9	98.1	98.1
E0VFS2	121224.0	Pediculus humanus	Eukaryota	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	47.7	36.2	47.7
D8IRW2	757424.0	Herbaspirillum seropedicae	Bacteria	6.91	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.4	29.3	29.3
Q5WCX8	66692.0	Bacillus clausii	Bacteria	8.28	31.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.0	34.6	34.6
Q5WAP2	66692.0	Bacillus clausii	Bacteria	8.28	31.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	18.0	34.0	34.0
F9Y7M7	759362.0	Ketogulonicigenium vulgare	Bacteria	NA	NA	1.1.3.15	Yes	Yes	Yes	No	second	No	No	No	No	No	No	No	No	PF01070	31.8	29.7	31.8
Q0W3T1	351160.0	Methanocella arvoryzae	Archaea	7.0	45.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	18.1	35.0	35.0
L8MHK8	1149133.0	Pseudomonas furukawaii	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	15.9	72.5	72.5
F2BF75	888742.0	Neisseria bacilliformis	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02754,PF02913,PF11880,PF12447,PF13183	10.2	11.0	11.0
A6SUS8	375286.0	Janthinobacterium sp.	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.0	29.9	29.9
A0A0I9PWH5	1581110.0	Klebsiella sp.	Bacteria	7.22	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.4	88.6	88.6
A0A0M4H381	NA	NA	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.2	88.6	88.6
G4CK16	1032488.0	Neisseria shayeganii	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02754,PF02913,PF11880,PF12447,PF13183	10.9	11.0	11.0
I4G7M6	1160281.0	Microcystis aeruginosa	Bacteria	NA	19.0	1.1.3.15	Yes	Yes	No	NA	first	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.5	30.4	30.4
A0A0P0M9L6	1678128.0	Limnohabitans sp.	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.0	54.5	54.5
A0A085FLP7	1502724.0	Devosia sp.	Bacteria	NA	28.0	1.1.3.15	Yes	Yes	Yes	No	first	No	No	No	No	No	No	No	No	PF01565	15.7	21.4	21.4
S0U1R3	1169321.0	Escherichia sp.	Bacteria	7.0	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.8	98.3	98.3
F6B8U7	868595.0	Desulfotomaculum nigrificans	Bacteria	7.8	52.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	30.9	29.7	30.9
B5Y1D3	507522.0	Klebsiella pneumoniae	Bacteria	7.07	34.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	18.4	88.4	88.4
T6H2K9	562.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	99.5	99.5
D4N087	649756.0	Anaerostipes hadrus	Bacteria	7.0	37.0	1.1.3.15	Yes	Yes	Yes	Yes	first	No	No	No	Yes	No	No	No	No	PF01565,PF02913	17.5	100.0	100.0
Q63E73	288681.0	Bacillus cereus	Bacteria	7.07	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.2	33.6	33.6
A0A0P7ZBN5	1479235.0	Halomonas sp.	Bacteria	7.48	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.9	28.9	28.9
A0A0U5NXR6	1776045.0	Clostridium sp.	Bacteria	7.0	35.0	1.1.3.15	Yes	Yes	No	NA	second	NA	NA	NA	NA	NA	NA	No	No	PF01266,PF04324	17.6	24.4	24.4
A0A0K2AU21	278992.0	Streptomyces ambofaciens	Bacteria	7.2	28.0	1.1.3.15	Yes	Yes	Yes	No	second	No	No	No	No	No	No	No	No	PF01266	17.5	48.4	48.4
A0A0D8WE46	562.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	99.3	99.3
B7Q493	6945.0	Ixodes scapularis	Eukaryota	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	39.3	29.7	39.3
A5EK29	288000.0	Bradyrhizobium sp.	Bacteria	7.0	27.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	35.2	91.3	91.3
A9D099	411684.0	Hoeflea phototrophica	Bacteria	7.6	30.0	1.1.3.15	Yes	Yes	No	NA	first	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	16.4	28.7	28.7
A0A0C5VBW4	1445510.0	Gynuella sunshinyii	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	40.3	36.2	40.3
A0A0K2XW66	35817.0	Helicobacter heilmannii	Bacteria	NA	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No		17.4	15.2	17.4
A0A0F4YNJ0	1408163.0	Rasamsonia emersonii	Eukaryota	NA	NA	1.1.3.15	Yes	Yes	No	NA	first	NA	NA	NA	NA	NA	NA	No	No	PF00173,PF01070	25.2	36.3	36.3
A0A0W0T515	463.0	Fluoribacter dumoffii	Bacteria	6.9	37.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	45.0	34.7	45.0
S7U5Z8	886559.0	Geobacillus sp.	Bacteria	7.28	54.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF02913	14.4	14.2	14.4
F7PU87	1033810.0	Haloplasma contractile	Bacteria	6.75	34.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	15.9	45.7	45.7
A0A0E0U267	696406.0	Escherichia coli	Bacteria	7.01	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.9	98.8	98.8
A0A0H3SV52	59201.0	Salmonella enterica	Bacteria	7.12	36.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.1	97.6	97.6
A0A0U5JSS4	1776046.0	Clostridium sp.	Bacteria	7.0	35.0	1.1.3.15	Yes	Yes	Yes	No	first	No	No	No	No	No	No	No	No	PF01266,PF04324	18.3	23.6	23.6
C3MGS4	394.0	Sinorhizobium fredii	Bacteria	7.0	28.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565	18.2	23.4	23.4
A0A090GR93	69974.0	Mesorhizobium plurifarium	Bacteria	7.0	30.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	15.7	29.1	29.1
X5EDE2	1404245.0	Corynebacterium glyciniphilum	Bacteria	NA	38.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	37.9	40.2	40.2
A0A083Z1N7	35703.0	Citrobacter amalonaticus	Bacteria	7.0	34.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	16.7	91.2	91.2
X5JLD8	1164990.0	Richelia intracellularis	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01070	36.6	19.2	36.6
A0A0J1BEK0	595434.0	Rhodopirellula islandica	Bacteria	NA	NA	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01266	17.4	45.1	45.1
A0A0F7IHH0	113653.0	Geoglobus ahangari	Archaea	7.0	85.0	1.1.3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	PF01565,PF02913	17.8	36.6	36.6
